State, Rep District,Senate District,Party,Prefix,First Name,Last Name,Suffix,Office Street Address,Office Street Address 2,City,State,Zip,Title,Photo URL
AL,57,,D,Ms., Merika,Coleman,,11 South Union Street,Suite 537-A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Coleman_57.jpeg
AL,58,,D,Ms., Rolanda,Hollis,,11 South Union Street,Suite 536-D,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Hollis_58.jpeg
AL,59,,D,Ms., Mary,Moore,,11 South Union Street,Suite 539 D,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Moore_59.jpeg
AL,60,,D,Ms., Juandalynn,Givan,,11 South Union Street,Suite 528-E,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Givan_60.jpeg
AL,61,,R,Mr., Rodney,Sullivan,,11 South Union Street,Suite 526 C,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Sullivan_61.jpeg
AL,62,,R,Mr., Rich,Wingo,,11 South Union Street,Suite 400 C,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Wingo_62.jpeg
AL,63,,R,Mr., Bill,Poole,,11 South Union Street,Suite 514,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Poole_63.jpeg
AL,64,,R,Mr., Harry,Shiver,,11 South Union Street,Suite 427 I,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Shiver_64.jpeg
AL,65,,R,Mr., Brett,Easterbrook,,11 South Union Street,Suite 526 D,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Easterbrook_65.jpeg
AL,66,,R,Mr., Alan,Baker,,11 South Union Street,Suite 427-B,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Baker_66.jpeg
AL,67,,D,Mr., Prince,Chestnut,,11 South Union Street,Suite 537-E,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Chestnut_67.jpeg
AL,68,,D,Mr., Thomas,Jackson,,11 South Union Street,Suite 437-D,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Jackson_68.jpeg
AL,69,,D,Mr., Kelvin,Lawrence,,11 South Union Street,Suite 430,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Lawrence_69.jpeg
AL,70,,D,Mr., Chris,England,,11 South Union Street,Suite 539-B,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/England_70.jpeg
AL,71,,D,Mr.,A.J.,McCampbell,,11 South Union Street,Suite 539 F,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/McCampbell_71.jpeg
AL,72,,D,Mr., Ralph,Howard,,11 South Union Street,Suite 534 A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Howard_72.jpeg
AL,73,,R,Mr., Matt,Fridy,,11 South Union Street,Suite 435,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Fridy_73.jpeg
AL,74,,R,Ms., Charlotte,Meadows,,11 South Union Street,,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Meadows_74.jpeg
AL,75,,R,Mr., Reed,Ingram,,11 South Union Street,Suite 417 A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Ingram_75.jpeg
AL,76,,D,Mr., Thad,McClammy,,11 South Union Street,Suite 534 D,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/McClammy_76.jpeg
AL,77,,D,Ms., TaShina,Morris,,11 South Union Street,Suite 540 A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Morris_77.jpeg
AL,78,,D,Mr., Kirk,Hatcher,,11 South Union Street,Suite 528 A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Hatcher_78.jpeg
AL,79,,R,Mr., Joe,Lovvorn,,11 South Union Street,Suite 433,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Lovvorn_79.jpeg
AL,80,,R,Mr., Chris,Blackshear,,11 South Union Street,Suite 404,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Blackshear_80.jpeg
AL,81,,R,Mr., Ed,Oliver,,11 South Union Street,Suite 524 A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Oliver_81.jpeg
AL,82,,D,Ms., Pebblin W.,Warren,,11 South Union Street,Suite 517 B,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Warren_82.jpeg
AL,83,,D,Mr., Jeremy,Gray,,11 South Union Street,Suite 536 C,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Gray_83.jpeg
AL,84,,D,Mr., Berry,Forte,,11 South Union Street,Suite 540-D,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Forte_84.jpeg
AL,85,,D,Mr., Dexter,Grimsley,,11 South Union Street,Suite 537-F,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Grimsley_85.jpeg
AL,86,,R,Mr., Paul W.,Lee,,11 South Union Street,Suite 410 F,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Lee_86.jpeg
AL,87,,R,Mr., Jeff,Sorrells,,11 South Union Street,Suite 527 A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Sorrells_87.jpeg
AL,88,,R,Mr., Will,Dismukes,,11 South Union Street,Suite 526 E,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Dismukes_88.jpeg
AL,89,,R,Mr., Wes,Allen,,11 South Union Street,Suite 427 M,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Allen_89.jpeg
AL,90,,R,Mr., Chris,Sells,,11 South Union Street,Suite 401 C,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Sells_90.jpeg
AL,91,,R,Mr., Rhett,Marques,,11 South Union Street,Suite 527 B,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Marques_91.jpeg
AL,92,,R,Mr., Mike,Jones,,11 South Union Street,Suite 519 O,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Jones_92.jpeg
AL,93,,R,Mr., Steve,Clouse,,11 South Union Street,Suite 410-D,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Clouse_93.jpeg
AL,94,,R,Mr., Joe,Faust,,11 South Union Street,Suite 426,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Faust_94.jpeg
AL,95,,R,Mr., Steve,McMillan,,11 South Union Street,Suite 532,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/McMillan_95.jpeg
AL,96,,R,Mr., Matt,Simpson,,11 South Union Street,Suite 524 C,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Simpson_96.jpeg
AL,97,,D,Ms., Adline,Clarke,,11 South Union Street,Suite 540-B,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Clarke_97.jpeg
AL,98,,D,Mr., Napoleon,Bracy,,11 South Union Street,Suite 539 A,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Bracy_98.jpeg
AL,99,,D,Mr., Sam,Jones,,11 South Union Street,Suite 540 C,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Jones_99.jpeg
AL,100,,R,Mr., Victor,Gaston,,11 South Union Street,Suite 519-G,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Gaston_100.jpeg
AL,101,,R,Mr., Chris,Pringle,,11 South Union Street,Suite 402,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Pringle_101.jpeg
AL,102,,R,Mr., Shane,Stringer,,11 South Union Street,Suite 524-B,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Stringer_102.jpeg
AL,103,,D,Ms., Barbara,Drummond,,11 South Union Street,Suite 529,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Drummond_103.jpeg
AL,104,,R,Ms., Margie,Wilcox,,11 South Union Street,Suite 524-F,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Wilcox_104.jpeg
AL,105,,R,Mr., Chip,Brown,,11 South Union Street,Suite 524-E,Montgomery,AL,36130-4600,Representative,http://www.legislature.state.al.us/aliswww/House/Representative%20Pictures/Brown_105.jpeg
CA,,1,R,Mr.,Brian,Dahle,,State Capital,Room 2054,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator-dahle.jpg
CA,,2,D,Mr.,Mike,McGuire,,State Capital,Room 5061,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/mcguire-mike.jpg
CA,,3,D,Mr.,Bill,Dodd,,State Capital,Room 4032,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sen_bill_dodd.jpg
CA,,4,R,Mr.,Jim,Nielsen,,State Capital,Room 5064,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/nielsen-jim.jpg
CA,,5,D,Ms.,Cathleen,Galgiani,,State Capital,Room 5097,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/galgiani-cathleen.jpg
CA,,6,D,Mr.,Richard,Pan,,State Capital,Room 5114,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/pan-richard.jpg
CA,,7,D,Mr.,Steven M.,Glazer,,State Capital,Room 5108,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/glazer-steven.jpg
CA,,8,R,Mr.,Andreas,Borgeas,,State Capital,Room 3082,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/official_portrait_cropped_borgeas_4623_llsed1_2.jpg
CA,,9,D,Ms.,Nancy,Skinner,,State Capital,Room 5094,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/skinner.jpg
CA,,10,D,Mr.,Bob,Wieckowski,,State Capital,Room 4085,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/wieckowski_9781_lls.jpg
CA,,11,D,Mr.,Scott D.,Wiener,,State Capital,Room 5100,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/wiener.jpg
CA,,12,D,Ms.,Anna M.,Caballero,,State Capital,Room 5052,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/2016-ad30_annacaballero.jpg
CA,,13,D,Mr.,Jerry,Hill,,State Capital,Room 5035,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_hill.jpg
CA,,14,D,Ms.,Melissa,Hurtado,,State Capital,Room 3070,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_hurtado_0.jpg
CA,,15,D,Mr.,Jim,Beall,,State Capital,Room 2082,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/beall-jim_0.jpg
CA,,16,R,Ms.,Shannon,Grove,,State Capital,Room 305,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/grove_hs_0625_lls.jpg
CA,,17,D,Mr.,Bill,Monning,,State Capital,Room 4040,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/monning-bill.jpg
CA,,18,D,Mr.,Robert M.,Hertzberg,,State Capital,Room 313,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/hertzberg_0705_lls_hsedcr.jpg
CA,,19,D,Ms.,Hannah-Beth,Jackson,,State Capital,Room 2032,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/jackson-hannah-beth.jpg
CA,,20,D,Ms.,Connie M.,Leyva,,State Capital,Room 4061,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator-leyva.jpg
CA,,21,R,Mr.,Scott,Wilk,,State Capital,Room 3063,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/wilk.jpg
CA,,22,D,Ms.,Susan,Rubio,,State Capital,Room 4052,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_rubio.jpg
CA,,23,R,Mr.,Mike,Morrell,,State Capital,Room 3056,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/morrell_hs_7678_1_lls_2.jpg
CA,,24,D,Ms.,Maria Elena,Durazo,,State Capital,Room 5066,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_durazo.jpg
CA,,25,D,Mr.,Anthony J.,Portantino,,State Capital,Room 3086,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/portantino_en_3444_lls_ed_v.jpg
CA,,26,D,Mr.,Benjamin,Allen,,State Capital,Room 4076,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/ben-allen.jpg
CA,,27,D,Mr.,Henry I.,Stern,,State Capital,Room 5080,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/stern.jpg
CA,,28,R,Ms.,Melissa A.,Melendez,,State Capital,Room 4082,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sen_melendez.jpg
CA,,29,R,Ms.,Ling Ling,Chang,,State Capital,Room 4062,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/180625_chang_150x220.jpg
CA,,30,D,Ms.,Holly J.,Mitchell,,State Capital,Room 5050,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/mitchell-holly.jpg
CA,,31,D,Mr.,Richard D.,Roth,,State Capital,Room 2080,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/roth-richard.jpg
CA,,32,D,Mr.,Bob,Archuleta,,State Capital,Room 4066,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/archuleta_bob.jpg
CA,,33,D,Ms.,Lena A.,Gonzalez,,State Capital,Room 2068,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator-lena-gonzalez.jpg
CA,,34,D,Mr.,Thomas J.,Umberg,,State Capital,Room 3076,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_umberg.jpg
CA,,35,D,Mr.,Steven,Bradford,,State Capital,Room 2059,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/bradford.jpg
CA,,36,R,Ms.,Patricia C.,Bates,,State Capital,Room 3048,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/bates-patricia.jpg
CA,,37,R,Mr.,John M. W.,Moorlach,,State Capital,Room 2048,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/moorlach_sd37.jpg
CA,,38,R,Mr.,Brian W.,Jones,,State Capital,Room 4088,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/brian_jones_headshot_blue.jpg
CA,,39,D,Ms.,Toni G.,Atkins,,State Capital,Room 205,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/pro-tem-atkins.jpg
CA,,40,D,Mr.,Ben,Hueso,,State Capital,Room 4035,Sacramento,CA,95814-4900,Senator,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/hueso-ben.jpg
CA,1,,R,Ms.,Megan,Dahle,,PO Box 942849,,Sacramento,CA,94249-0001,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/mdahle-ad01.gif
CA,2,,D,Mr.,Jim,Wood,,PO Box 942849,,Sacramento,CA,94249-0002,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/asm_wood_120_x_170.jpg
CA,3,,R,Mr.,James,Gallagher,,PO Box 942849,,Sacramento,CA,94249-0003,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/Gallagher_LDC_headshot.jpg
CA,4,,D,Ms.,Cecilia M.,Aguiar-Curry,,PO Box 942849,,Sacramento,CA,94249-0004,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad04_aguiar-curry_roster150_20161205.jpg
CA,5,,R,Mr.,Frank,Bigelow,,PO Box 942849,,Sacramento,CA,94249-0005,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD05-Frank_Bigelow.jpg
CA,6,,R,Mr.,Kevin,Kiley,,PO Box 942849,,Sacramento,CA,94249-0006,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/kiley.jpg
CA,7,,D,Mr.,Kevin,McCarty,,PO Box 942849,,Sacramento,CA,94249-0007,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD07_McCarty_Portrait150_20141201.jpg
CA,8,,D,Mr.,Ken,Cooley,,PO Box 942849,,Sacramento,CA,94249-0008,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD08-Cooley_0.jpg
CA,9,,D,Mr.,Jim,Cooper,,PO Box 942849,,Sacramento,CA,94249-0009,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD09_Cooper_Portrait150_20141201.jpg
CA,10,,D,Mr.,Marc,Levine,,PO Box 942849,,Sacramento,CA,94249-0010,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD10-Levine_0.jpg
CA,11,,D,Mr.,Jim,Frazier,,PO Box 942849,,Sacramento,CA,94249-0011,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad11_frazier.jpg
CA,12,,R,Mr.,Heath,Flora,,PO Box 942849,,Sacramento,CA,94249-0012,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/flora.jpg
CA,13,,D,Ms.,Susan Talamantes,Eggman,,PO Box 942849,,Sacramento,CA,94249-0013,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD13.jpg
CA,14,,D,Mr.,Timothy S.,Grayson,,PO Box 942849,,Sacramento,CA,94249-0014,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad14_header.jpg
CA,15,,D,Ms.,Buffy,Wicks,,PO Box 942849,,Sacramento,CA,94249-0015,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a15_b_wicks.jpg
CA,16,,D,Ms.,Rebecca,Bauer-Kahan,,PO Box 942849,,Sacramento,CA,94249-0016,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a16_r_b_kahan.jpg
CA,17,,D,Mr.,David,Chiu,,PO Box 942849,,Sacramento,CA,94249-0017,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD17_Chiu_Portrait150_20141201.jpg
CA,18,,D,Mr.,Rob,Bonta,,PO Box 942849,,Sacramento,CA,94249-0018,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD18-Bonta.jpg
CA,19,,D,Mr.,Philip Y.,Ting,,PO Box 942849,,Sacramento,CA,94249-0019,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad19-ting_0.jpg
CA,20,,D,Mr.,Bill,Quirk,,PO Box 942849,,Sacramento,CA,94249-0020,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad20.jpg
CA,21,,D,Mr.,Adam C.,Gray,,PO Box 942849,,Sacramento,CA,94249-0021,Assemblymember,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/gray.png
